"","Day","S","I","R"
"1",1,99962.9344012978,49.674808113882,-12.6092094116649
"2",2,99951.7864300705,49.5228044975695,-1.30923456805722
"3",3,99941.826499889,52.5654942006406,5.60800591034372
"4",4,99965.2166295868,49.5612194749424,-14.7778490617826
"5",5,99956.1845851038,49.0381180084163,-5.22270311222173
"6",6,99936.9659287979,49.7247894620796,13.3092817400064
"7",7,99983.0255453782,50.0447199129336,-33.0702652911452
"8",8,99947.0854957521,50.4215492459935,2.49295500188062
"9",9,99921.6354289726,49.7409791066594,28.6235919207506
"10",10,99947.3728967761,50.1647759559152,2.46232726796297
"11",11,99950.7653241439,51.0661827456816,-1.8315068896057
"12",12,99939.0805942918,49.7381618442216,11.1812438639624
"13",13,99955.712672128,51.17383519696,-6.88650732495714
"14",14,99946.2503204383,51.4141240719012,2.33555548976405
"15",15,99952.4963600972,49.0999436712733,-1.59630376850348
"16",16,99948.1824297465,51.4752633974614,0.342306856067914
"17",17,99951.2840225205,50.1632823372237,-1.44730485770817
"18",18,99933.4869462729,49.0316965363935,17.4813571907448
"19",19,99952.6717957053,49.1359495704542,-1.8077452757249
"20",20,99943.6397987603,48.7943793213882,7.56582191828283
"21",21,99961.210571195,51.834423011166,-13.0449942061583
"22",22,99937.1230834603,49.7323085189327,13.1446080208105
"23",23,99930.7138759495,48.6349551679393,20.6511688825446
"24",24,99947.0449105492,49.6737529529593,3.28133649786056
"25",25,99940.2994132667,49.9795785244344,9.72100820887614
"26",26,99937.1051636706,48.2331413225082,14.6616950068506
"27",27,99944.5534418972,50.6872315587855,4.75932654399181
"28",28,99942.9648403545,50.5759083893546,6.45925125614834
"29",29,99934.423557947,48.7828526979934,16.7935893550324
"30",30,99927.5732772987,49.7371699182945,22.6895527830155
"31",31,99959.6826982547,50.1827839781793,-9.86548223285479
"32",32,99946.9942852441,49.6385320604336,3.36718269550117
"33",33,99932.9856713397,50.1447270652547,16.8696015950138
"34",34,99937.3444358018,50.0578100576187,12.5977541406144
"35",35,99944.3600176007,49.2017505185303,6.43823188079375
"36",36,99957.0572520035,50.6338730044012,-7.69112500791921
"37",37,99957.3315940712,49.0881303620906,-6.4197244333453
"38",38,99944.888880002,50.0139359997927,5.09718399819834
"39",39,99930.5874364221,48.9304439616634,20.4821196162237
"40",40,99956.6369316693,49.2083848745201,-5.8453165438315
"41",41,99935.8171395832,51.1099013340649,13.0729590827282
"42",42,99961.7285217388,47.9590232588381,-9.68754499761202
"43",43,99953.9524394191,49.0000525901917,-2.95249200930228
"44",44,99949.4096875221,49.1978472771441,1.39246520070899
"45",45,99936.6707176764,49.3530709804694,13.9762113430996
"46",46,99935.3171787338,49.7230938413958,14.9597274248451
"47",47,99973.7372316408,47.7534563619867,-21.4906880027383
"48",48,99957.2249820126,49.2264339910127,-6.45141600365852
"49",49,99959.8900534207,49.3378946405731,-9.22794806123658
"50",50,99950.1397339972,49.7134231121715,0.14684289064651
"51",51,99938.9691604476,48.9806854701378,12.0501540822286
"52",52,99953.0368130664,49.9751390933691,-3.01195215979182
"53",53,99939.4145697433,49.7579682910345,10.8274619656401
"54",54,99945.6745242116,50.1284900568637,4.19698573157957
"55",55,99953.0102894635,49.6450131781784,-2.65530264173142
"56",56,99950.9447065468,48.5098544068044,0.545439046422809
"57",57,99938.6185669782,48.8915399079946,12.489893113825
